trajectory,dt,action_index,frustration
astropy-13398,60,8,0.162500
astropy-13398,60,9,0.297366
astropy-13398,60,10,0.249576
astropy-13398,60,11,0.213357
astropy-13398,60,12,0.285909
astropy-13398,60,13,0.340892
astropy-13398,60,14,0.382562
astropy-13398,60,15,0.414142
astropy-13398,60,16,0.438075
astropy-13398,60,17,0.356213
astropy-13398,60,18,0.294173
astropy-13398,60,19,0.247156
astropy-13398,60,20,0.211523
astropy-13398,60,21,0.226076
astropy-13398,60,22,0.195548
astropy-13398,60,23,0.172412
astropy-13398,60,24,0.154878
astropy-13398,60,25,0.141590
astropy-13398,60,26,0.131519
astropy-13398,60,27,0.123887
astropy-13398,60,28,0.118103
astropy-13398,60,29,0.213719
astropy-13398,60,30,0.186183
astropy-13398,60,31,0.165315
astropy-13398,60,32,0.149499
astropy-13398,60,33,0.137513
astropy-13398,60,34,0.128430
astropy-13398,60,35,0.121546
astropy-13398,60,36,0.116329
astropy-13398,60,37,0.112375
astropy-13398,60,38,0.159378
astropy-13398,60,39,0.145000
astropy-13398,60,40,0.134104
astropy-13398,60,41,0.125846
astropy-13398,60,42,0.119588
astropy-13398,60,43,0.114845
astropy-13398,60,44,0.111250
astropy-13398,60,45,0.208526
astropy-13398,60,46,0.182247
astropy-13398,60,47,0.162332
astropy-13398,60,48,0.147239
astropy-13398,60,49,0.135800
astropy-13398,60,50,0.127131
astropy-13398,60,51,0.120562
astropy-13398,60,52,0.115583
astropy-13398,60,53,0.111810
astropy-13398,60,54,0.108950
astropy-13398,60,55,0.106783
astropy-13453,0,0,0.100000
astropy-13453,0,1,0.100000
astropy-13453,0,2,0.150000
astropy-13453,0,3,0.150000
astropy-13453,0,4,0.200000
astropy-13453,0,5,0.350000
astropy-13453,0,6,0.350000
astropy-13453,0,7,0.350000
astropy-13453,0,8,0.350000
astropy-13453,0,9,0.350000
astropy-13453,0,10,0.350000
astropy-13453,0,11,0.407500
astropy-13453,0,12,0.557500
astropy-13453,0,13,0.807500
astropy-13453,0,14,1.000000
astropy-13453,0,15,1.000000
astropy-13453,0,16,1.000000
astropy-13453,0,17,1.000000
astropy-13453,0,18,1.000000
astropy-13453,0,19,1.000000
astropy-13453,0,20,1.000000
astropy-13453,0,21,1.000000
astropy-13453,0,22,1.000000
astropy-13453,0,23,1.000000
astropy-13453,0,24,1.000000
astropy-13453,0,25,1.000000
astropy-13453,0,26,1.000000
astropy-13453,0,27,1.000000
astropy-13453,0,28,1.000000
astropy-13453,0,29,1.000000
astropy-13453,0,30,1.000000
astropy-13453,5,0,0.100000
astropy-13453,5,1,0.100000
astropy-13453,5,2,0.150000
astropy-13453,5,3,0.148858
astropy-13453,5,4,0.197742
astropy-13453,5,5,0.345510
astropy-13453,5,6,0.339902
astropy-13453,5,7,0.334423
astropy-13453,5,8,0.329069
astropy-13453,5,9,0.323837
astropy-13453,5,10,0.318724
astropy-13453,5,11,0.363729
astropy-13453,5,12,0.507705
astropy-13453,5,13,0.748393
astropy-13453,5,14,0.985783
astropy-13453,5,15,0.968557
astropy-13453,5,16,0.951666
astropy-13453,5,17,1.000000
astropy-13453,5,18,1.000000
astropy-13453,5,19,1.000000
astropy-13453,5,20,0.979444
astropy-13453,5,21,0.959357
astropy-13453,5,22,0.989730
astropy-13453,5,23,0.969408
astropy-13453,5,24,0.949551
astropy-13453,5,25,0.930147
astropy-13453,5,26,0.911187
astropy-13453,5,27,0.892659
astropy-13453,5,28,0.874555
astropy-13453,5,29,0.856864
astropy-13453,5,30,0.839577
astropy-13453,15,0,0.100000
astropy-13453,15,1,0.100000
astropy-13453,15,2,0.150000
astropy-13453,15,3,0.146652
astropy-13453,15,4,0.193528
astropy-13453,15,5,0.337264
astropy-13453,15,6,0.321375
astropy-13453,15,7,0.306551
astropy-13453,15,8,0.292718
astropy-13453,15,9,0.279813
astropy-13453,15,10,0.267771
astropy-13453,15,11,0.306536
astropy-13453,15,12,0.442705
astropy-13453,15,13,0.669755
astropy-13453,15,14,0.887156
astropy-13453,15,15,0.842119
astropy-13453,15,16,0.799658
astropy-13453,15,17,0.852804
astropy-13453,15,18,0.902391
astropy-13453,15,19,0.948657
astropy-13453,15,20,0.891825
astropy-13453,15,21,0.838799
astropy-13453,15,22,0.839324
astropy-13453,15,23,0.789814
astropy-13453,15,24,0.743619
astropy-13453,15,25,0.700518
astropy-13453,15,26,0.660303
astropy-13453,15,27,0.622781
astropy-13453,15,28,0.587772
astropy-13453,15,29,0.555107
astropy-13453,15,30,0.524630
astropy-13453,60,0,0.100000
astropy-13453,60,1,0.100000
astropy-13453,60,2,0.150000
astropy-13453,60,3,0.137893
astropy-13453,60,4,0.178717
astropy-13453,60,5,0.309657
astropy-13453,60,6,0.258890
astropy-13453,60,7,0.220416
astropy-13453,60,8,0.191258
astropy-13453,60,9,0.169161
astropy-13453,60,10,0.152414
astropy-13453,60,11,0.189723
astropy-13453,60,12,0.317997
astropy-13453,60,13,0.515211
astropy-13453,60,14,0.678034
astropy-13453,60,15,0.556670
astropy-13453,60,16,0.446092
astropy-13453,60,17,0.452288
astropy-13453,60,18,0.466985
astropy-13453,60,19,0.478122
astropy-13453,60,20,0.386563
astropy-13453,60,21,0.317174
astropy-13453,60,22,0.314587
astropy-13453,60,23,0.262627
astropy-13453,60,24,0.223248
astropy-13453,60,25,0.193405
astropy-13453,60,26,0.170787
astropy-13453,60,27,0.153647
astropy-13453,60,28,0.140657
astropy-13453,60,29,0.130812
astropy-13453,60,30,0.123351
astropy-14096,0,0,0.100000
astropy-14096,0,1,0.100000
astropy-14096,0,2,0.150000
astropy-14096,0,3,0.150000
astropy-14096,0,4,0.200000
astropy-14096,0,5,0.200000
astropy-14096,0,6,0.200000
astropy-14096,0,7,0.300000
astropy-14096,0,8,0.400000
astropy-14096,0,9,0.515000
astropy-14096,0,10,0.515000
astropy-14096,0,11,0.572500
astropy-14096,0,12,0.687500
astropy-14096,0,13,0.687500
astropy-14096,0,14,0.687500
astropy-14096,0,15,0.687500
astropy-14096,0,16,0.745000
astropy-14096,0,17,0.860000
astropy-14096,0,18,0.917500
astropy-14096,0,19,1.000000
astropy-14096,0,20,1.000000
astropy-14096,0,21,1.000000
astropy-14096,0,22,1.000000
astropy-14096,0,23,1.000000
astropy-14096,0,24,1.000000
astropy-14096,0,25,1.000000
astropy-14096,0,26,1.000000
astropy-14096,5,0,0.100000
astropy-14096,5,1,0.100000
astropy-14096,5,2,0.150000
astropy-14096,5,3,0.148858
astropy-14096,5,4,0.197742
astropy-14096,5,5,0.195510
astropy-14096,5,6,0.193328
astropy-14096,5,7,0.291197
astropy-14096,5,8,0.386830
astropy-14096,5,9,0.481252
astropy-14096,5,10,0.473837
astropy-14096,5,11,0.515299
astropy-14096,5,12,0.605813
astropy-14096,5,13,0.594260
astropy-14096,5,14,0.582971
astropy-14096,5,15,0.571940
astropy-14096,5,16,0.611161
astropy-14096,5,17,0.699486
astropy-14096,5,18,0.735794
astropy-14096,5,19,0.871272
astropy-14096,5,20,0.903657
astropy-14096,5,21,0.935301
astropy-14096,5,22,0.916223
astropy-14096,5,23,0.897580
astropy-14096,5,24,0.929363
astropy-14096,5,25,0.910421
astropy-14096,5,26,0.891911
astropy-14096,15,0,0.100000
astropy-14096,15,1,0.100000
astropy-14096,15,2,0.150000
astropy-14096,15,3,0.146652
astropy-14096,15,4,0.193528
astropy-14096,15,5,0.187264
astropy-14096,15,6,0.181420
astropy-14096,15,7,0.275968
astropy-14096,15,8,0.364184
astropy-14096,15,9,0.449069
astropy-14096,15,10,0.429096
astropy-14096,15,11,0.457058
astropy-14096,15,12,0.533147
astropy-14096,15,13,0.504140
astropy-14096,15,14,0.477076
astropy-14096,15,15,0.451824
astropy-14096,15,16,0.478264
astropy-14096,15,17,0.552933
astropy-14096,15,18,0.572601
astropy-14096,15,19,0.690952
astropy-14096,15,20,0.701378
astropy-14096,15,21,0.711106
astropy-14096,15,22,0.670182
astropy-14096,15,23,0.631998
astropy-14096,15,24,0.646372
astropy-14096,15,25,0.609783
astropy-14096,15,26,0.575644
astropy-14096,60,0,0.100000
astropy-14096,60,1,0.100000
astropy-14096,60,2,0.150000
astropy-14096,60,3,0.137893
astropy-14096,60,4,0.178717
astropy-14096,60,5,0.159657
astropy-14096,60,6,0.145211
astropy-14096,60,7,0.234264
astropy-14096,60,8,0.301753
astropy-14096,60,9,0.359393
astropy-14096,60,10,0.296583
astropy-14096,60,11,0.298982
astropy-14096,60,12,0.350800
astropy-14096,60,13,0.290071
astropy-14096,60,14,0.244047
astropy-14096,60,15,0.209167
astropy-14096,60,16,0.227733
astropy-14096,60,17,0.296804
astropy-14096,60,18,0.299149
astropy-14096,60,19,0.400927
astropy-14096,60,20,0.378060
astropy-14096,60,21,0.360730
astropy-14096,60,22,0.297596
astropy-14096,60,23,0.249750
astropy-14096,60,24,0.263489
astropy-14096,60,25,0.223902
astropy-14096,60,26,0.193900
astropy-14182,0,0,0.100000
astropy-14182,0,1,0.100000
astropy-14182,0,2,0.150000
astropy-14182,0,3,0.200000
astropy-14182,0,4,0.250000
astropy-14182,0,5,0.400000
astropy-14182,0,6,0.550000
astropy-14182,0,7,0.700000
astropy-14182,0,8,0.700000
astropy-14182,0,9,0.850000
astropy-14182,0,10,0.850000
astropy-14182,0,11,0.850000
astropy-14182,0,12,0.950000
astropy-14182,0,13,1.000000
astropy-14182,0,14,1.000000
astropy-14182,0,15,1.000000
astropy-14182,0,16,1.000000
astropy-14182,0,17,1.000000
astropy-14182,0,18,1.000000
astropy-14182,0,19,1.000000
astropy-14182,0,20,1.000000
astropy-14182,0,21,1.000000
astropy-14182,0,22,1.000000
astropy-14182,0,23,1.000000
astropy-14182,0,24,1.000000
astropy-14182,0,25,1.000000
astropy-14182,0,26,1.000000
astropy-14182,0,27,1.000000
astropy-14182,0,28,1.000000
astropy-14182,0,29,1.000000
astropy-14182,0,30,1.000000
astropy-14182,0,31,1.000000
astropy-14182,0,32,1.000000
astropy-14182,0,33,1.000000
astropy-14182,0,34,1.000000
astropy-14182,5,0,0.100000
astropy-14182,5,1,0.100000
astropy-14182,5,2,0.150000
astropy-14182,5,3,0.198858
astropy-14182,5,4,0.246600
astropy-14182,5,5,0.393252
astropy-14182,5,6,0.536554
astropy-14182,5,7,0.676583
astropy-14182,5,8,0.663414
astropy-14182,5,9,0.800545
astropy-14182,5,10,0.784545
astropy-14182,5,11,0.768910
astropy-14182,5,12,0.853632
astropy-14182,5,13,0.936419
astropy-14182,5,14,1.000000
astropy-14182,5,15,0.982497
astropy-14182,5,16,0.962341
astropy-14182,5,17,0.942645
astropy-14182,5,18,0.923399
astropy-14182,5,19,0.904593
astropy-14182,5,20,0.886216
astropy-14182,5,21,0.868258
astropy-14182,5,22,0.850711
astropy-14182,5,23,0.833565
astropy-14182,5,24,0.866810
astropy-14182,5,25,0.849296
astropy-14182,5,26,0.832183
astropy-14182,5,27,0.815459
astropy-14182,5,28,0.849118
astropy-14182,5,29,0.932008
astropy-14182,5,30,0.913005
astropy-14182,5,31,0.894436
astropy-14182,5,32,0.876291
astropy-14182,5,33,0.858561
astropy-14182,5,34,0.841235
astropy-14182,15,0,0.100000
astropy-14182,15,1,0.100000
astropy-14182,15,2,0.150000
astropy-14182,15,3,0.196652
astropy-14182,15,4,0.240179
astropy-14182,15,5,0.380792
astropy-14182,15,6,0.511988
astropy-14182,15,7,0.634398
astropy-14182,15,8,0.598611
astropy-14182,15,9,0.715221
astropy-14182,15,10,0.674021
astropy-14182,15,11,0.635581
astropy-14182,15,12,0.699715
astropy-14182,15,13,0.759554
astropy-14182,15,14,0.815385
astropy-14182,15,15,0.767478
astropy-14182,15,16,0.722779
astropy-14182,15,17,0.681073
astropy-14182,15,18,0.642161
astropy-14182,15,19,0.600621
astropy-14182,15,20,0.562265
astropy-14182,15,21,0.526847
astropy-14182,15,22,0.498263
astropy-14182,15,23,0.471592
astropy-14182,15,24,0.496708
astropy-14182,15,25,0.470141
astropy-14182,15,26,0.445354
astropy-14182,15,27,0.422227
astropy-14182,15,28,0.450648
astropy-14182,15,29,0.527166
astropy-14182,15,30,0.498560
astropy-14182,15,31,0.471870
astropy-14182,15,32,0.446967
astropy-14182,15,33,0.423732
astropy-14182,15,34,0.402052
astropy-14182,60,0,0.100000
astropy-14182,60,1,0.100000
astropy-14182,60,2,0.150000
astropy-14182,60,3,0.187893
astropy-14182,60,4,0.216610
astropy-14182,60,5,0.338374
astropy-14182,60,6,0.430654
astropy-14182,60,7,0.500589
astropy-14182,60,8,0.403589
astropy-14182,60,9,0.480078
astropy-14182,60,10,0.388045
astropy-14182,60,11,0.318297
astropy-14182,60,12,0.355438
astropy-14182,60,13,0.393586
astropy-14182,60,14,0.422497
astropy-14182,60,15,0.344407
astropy-14182,60,16,0.285226
astropy-14182,60,17,0.240375
astropy-14182,60,18,0.206384
astropy-14182,60,19,0.177340
astropy-14182,60,20,0.156225
astropy-14182,60,21,0.142611
astropy-14182,60,22,0.132293
astropy-14182,60,23,0.124473
astropy-14182,60,24,0.168547
astropy-14182,60,25,0.151949
astropy-14182,60,26,0.139370
astropy-14182,60,27,0.129837
astropy-14182,60,28,0.172612
astropy-14182,60,29,0.255030
astropy-14182,60,30,0.217491
astropy-14182,60,31,0.189041
astropy-14182,60,32,0.167481
astropy-14182,60,33,0.151141
astropy-14182,60,34,0.138757
astropy-14309,0,0,0.100000
astropy-14309,0,1,0.100000
astropy-14309,0,2,0.150000
astropy-14309,0,3,0.200000
astropy-14309,0,4,0.200000
astropy-14309,0,5,0.200000
astropy-14309,0,6,0.350000
astropy-14309,0,7,0.350000
astropy-14309,0,8,0.350000
astropy-14309,0,9,0.350000
astropy-14309,0,10,0.450000
astropy-14309,0,11,0.450000
astropy-14309,0,12,0.450000
astropy-14309,0,13,0.450000
astropy-14309,0,14,0.507500
astropy-14309,0,15,0.557500
astropy-14309,0,16,0.557500
astropy-14309,0,17,0.557500
astropy-14309,0,18,0.557500
astropy-14309,0,19,0.557500
astropy-14309,0,20,0.607500
astropy-14309,0,21,0.607500
astropy-14309,0,22,0.657500
astropy-14309,0,23,0.707500
astropy-14309,0,24,0.707500
astropy-14309,0,25,0.757500
astropy-14309,0,26,0.757500
astropy-14309,0,27,0.757500
astropy-14309,5,0,0.100000
astropy-14309,5,1,0.100000
astropy-14309,5,2,0.150000
astropy-14309,5,3,0.198858
astropy-14309,5,4,0.196600
astropy-14309,5,5,0.194394
astropy-14309,5,6,0.342238
astropy-14309,5,7,0.336705
astropy-14309,5,8,0.331299
astropy-14309,5,9,0.326016
astropy-14309,5,10,0.420854
astropy-14309,5,11,0.413525
astropy-14309,5,12,0.406364
astropy-14309,5,13,0.399367
astropy-14309,5,14,0.442529
astropy-14309,5,15,0.484706
astropy-14309,5,16,0.475919
astropy-14309,5,17,0.467333
astropy-14309,5,18,0.458943
astropy-14309,5,19,0.450745
astropy-14309,5,20,0.492734
astropy-14309,5,21,0.483764
astropy-14309,5,22,0.524999
astropy-14309,5,23,0.565292
astropy-14309,5,24,0.554665
astropy-14309,5,25,0.594280
astropy-14309,5,26,0.582991
astropy-14309,5,27,0.571959
astropy-14309,15,0,0.100000
astropy-14309,15,1,0.100000
astropy-14309,15,2,0.150000
astropy-14309,15,3,0.196652
astropy-14309,15,4,0.190179
astropy-14309,15,5,0.184140
astropy-14309,15,6,0.328506
astropy-14309,15,7,0.313203
astropy-14309,15,8,0.298926
astropy-14309,15,9,0.285604
astropy-14309,15,10,0.373175
astropy-14309,15,11,0.354881
astropy-14309,15,12,0.337812
astropy-14309,15,13,0.321887
astropy-14309,15,14,0.357028
astropy-14309,15,15,0.389815
astropy-14309,15,16,0.370407
astropy-14309,15,17,0.352299
astropy-14309,15,18,0.335403
astropy-14309,15,19,0.319639
astropy-14309,15,20,0.354930
astropy-14309,15,21,0.337859
astropy-14309,15,22,0.371930
astropy-14309,15,23,0.403720
astropy-14309,15,24,0.383380
astropy-14309,15,25,0.414403
astropy-14309,15,26,0.393349
astropy-14309,15,27,0.373704
astropy-14309,60,0,0.100000
astropy-14309,60,1,0.100000
astropy-14309,60,2,0.150000
astropy-14309,60,3,0.187893
astropy-14309,60,4,0.166610
astropy-14309,60,5,0.150481
astropy-14309,60,6,0.288258
astropy-14309,60,7,0.242673
astropy-14309,60,8,0.208126
astropy-14309,60,9,0.181944
astropy-14309,60,10,0.262102
astropy-14309,60,11,0.222850
astropy-14309,60,12,0.193103
astropy-14309,60,13,0.170559
astropy-14309,60,14,0.203474
astropy-14309,60,15,0.228418
astropy-14309,60,16,0.197323
astropy-14309,60,17,0.173757
astropy-14309,60,18,0.155897
astropy-14309,60,19,0.142362
astropy-14309,60,20,0.182105
astropy-14309,60,21,0.162224
astropy-14309,60,22,0.197157
astropy-14309,60,23,0.223631
astropy-14309,60,24,0.193695
astropy-14309,60,25,0.221007
astropy-14309,60,26,0.191706
astropy-14309,60,27,0.169500
astropy-14369,0,0,0.100000
astropy-14369,0,1,0.100000
astropy-14369,0,2,0.100000
astropy-14369,0,3,0.100000
astropy-14369,0,4,0.100000
astropy-14369,0,5,0.100000
astropy-14369,0,6,0.150000
astropy-14369,0,7,0.200000
astropy-14369,0,8,0.300000
astropy-14369,0,9,0.300000
astropy-14369,0,10,0.450000
astropy-14369,0,11,0.450000
astropy-14369,0,12,0.450000
astropy-14369,0,13,0.507500
astropy-14369,0,14,0.680000
astropy-14369,0,15,0.967500
astropy-14369,0,16,1.000000
astropy-14369,0,17,1.000000
astropy-14369,0,18,1.000000
astropy-14369,0,19,1.000000
astropy-14369,0,20,1.000000
astropy-14369,0,21,1.000000
astropy-14369,0,22,1.000000
astropy-14369,0,23,1.000000
astropy-14369,0,24,1.000000
astropy-14369,0,25,1.000000
astropy-14369,0,26,1.000000
astropy-14369,0,27,1.000000
astropy-14369,0,28,1.000000
astropy-14369,0,29,1.000000
astropy-14369,0,30,1.000000
astropy-14369,0,31,1.000000
astropy-14369,0,32,1.000000
astropy-14369,0,33,1.000000
astropy-14369,0,34,1.000000
astropy-14369,0,35,1.000000
astropy-14369,0,36,1.000000
astropy-14369,0,37,1.000000
astropy-14369,0,38,1.000000
astropy-14369,0,39,1.000000
astropy-14369,0,40,1.000000
astropy-14369,0,41,1.000000
astropy-14369,0,42,1.000000
astropy-14369,0,43,1.000000
astropy-14369,0,44,1.000000
astropy-14369,0,45,1.000000
astropy-14369,0,46,1.000000
astropy-14369,0,47,1.000000
astropy-14369,0,48,1.000000
astropy-14369,0,49,1.000000
astropy-14369,0,50,1.000000
astropy-14369,0,51,1.000000
astropy-14369,0,52,1.000000
astropy-14369,0,53,1.000000
astropy-14369,0,54,1.000000
astropy-14369,5,0,0.100000
astropy-14369,5,1,0.100000
astropy-14369,5,2,0.100000
astropy-14369,5,3,0.100000
astropy-14369,5,4,0.100000
astropy-14369,5,5,0.100000
astropy-14369,5,6,0.150000
astropy-14369,5,7,0.198858
astropy-14369,5,8,0.296600
astropy-14369,5,9,0.292110
astropy-14369,5,10,0.437722
astropy-14369,5,11,0.430008
astropy-14369,5,12,0.422471
astropy-14369,5,13,0.465106
astropy-14369,5,14,0.606767
astropy-14369,5,15,0.845192
astropy-14369,5,16,1.000000
astropy-14369,5,17,0.982497
astropy-14369,5,18,0.962341
astropy-14369,5,19,0.992645
astropy-14369,5,20,1.000000
astropy-14369,5,21,1.000000
astropy-14369,5,22,1.000000
astropy-14369,5,23,0.979444
astropy-14369,5,24,0.959357
astropy-14369,5,25,0.939730
astropy-14369,5,26,0.920550
astropy-14369,5,27,0.951809
astropy-14369,5,28,0.932354
astropy-14369,5,29,0.963343
astropy-14369,5,30,0.993624
astropy-14369,5,31,1.000000
astropy-14369,5,32,1.000000
astropy-14369,5,33,1.000000
astropy-14369,5,34,1.000000
astropy-14369,5,35,0.979444
astropy-14369,5,36,0.959357
astropy-14369,5,37,1.000000
astropy-14369,5,38,0.979444
astropy-14369,5,39,0.959357
astropy-14369,5,40,1.000000
astropy-14369,5,41,1.000000
astropy-14369,5,42,0.979444
astropy-14369,5,43,0.959357
astropy-14369,5,44,0.989730
astropy-14369,5,45,0.969408
astropy-14369,5,46,0.949551
astropy-14369,5,47,0.930147
astropy-14369,5,48,0.911187
astropy-14369,5,49,0.942659
astropy-14369,5,50,0.923413
astropy-14369,5,51,0.954606
astropy-14369,5,52,0.935087
astropy-14369,5,53,0.916013
astropy-14369,5,54,0.897376
astropy-14369,15,0,0.100000
astropy-14369,15,1,0.100000
astropy-14369,15,2,0.100000
astropy-14369,15,3,0.100000
astropy-14369,15,4,0.100000
astropy-14369,15,5,0.100000
astropy-14369,15,6,0.150000
astropy-14369,15,7,0.196652
astropy-14369,15,8,0.290179
astropy-14369,15,9,0.277443
astropy-14369,15,10,0.415561
astropy-14369,15,11,0.394428
astropy-14369,15,12,0.374711
astropy-14369,15,13,0.406315
astropy-14369,15,14,0.535802
astropy-14369,15,15,0.756618
astropy-14369,15,16,0.969049
astropy-14369,15,17,0.919326
astropy-14369,15,18,0.872448
astropy-14369,15,19,0.870719
astropy-14369,15,20,0.869106
astropy-14369,15,21,0.867602
astropy-14369,15,22,0.866198
astropy-14369,15,23,0.814888
astropy-14369,15,24,0.767014
astropy-14369,15,25,0.722346
astropy-14369,15,26,0.680669
astropy-14369,15,27,0.681180
astropy-14369,15,28,0.642260
astropy-14369,15,29,0.655946
astropy-14369,15,30,0.668716
astropy-14369,15,31,0.680631
astropy-14369,15,32,0.691748
astropy-14369,15,33,0.702120
astropy-14369,15,34,0.711798
astropy-14369,15,35,0.670828
astropy-14369,15,36,0.632601
astropy-14369,15,37,0.746935
astropy-14369,15,38,0.703611
astropy-14369,15,39,0.663189
astropy-14369,15,40,0.725474
astropy-14369,15,41,0.733588
astropy-14369,15,42,0.691158
astropy-14369,15,43,0.651570
astropy-14369,15,44,0.664633
astropy-14369,15,45,0.626822
astropy-14369,15,46,0.591542
astropy-14369,15,47,0.558625
astropy-14369,15,48,0.527912
astropy-14369,15,49,0.549256
astropy-14369,15,50,0.519171
astropy-14369,15,51,0.541100
astropy-14369,15,52,0.511561
astropy-14369,15,53,0.484000
astropy-14369,15,54,0.458285
astropy-14369,60,0,0.100000
astropy-14369,60,1,0.100000
astropy-14369,60,2,0.100000
astropy-14369,60,3,0.100000
astropy-14369,60,4,0.100000
astropy-14369,60,5,0.100000
